Time,Vel_X,Vel_Y,Vel_Z,Total
615.762000,-0.070605,0.006241,0.065730,0.096667
615.982000,-0.034533,0.041258,0.080310,0.096667
616.196000,-0.002030,0.071542,0.064977,0.096667
616.417000,0.069549,0.041259,0.052963,0.096667
616.631000,0.093519,0.023671,-0.006186,0.096667
616.845000,0.018514,0.091423,0.025369,0.096667
617.066000,0.013930,0.094551,-0.014510,0.096667
617.280000,0.031472,0.024171,-0.088146,0.096667
617.500000,0.025312,-0.021496,-0.090784,0.096667
617.714000,0.003071,-0.008117,-0.096276,0.096667
617.928000,-0.003969,0.023623,-0.093652,0.096667
618.149000,-0.008064,0.057014,-0.077646,0.096667
618.363000,-0.014337,0.094915,-0.011404,0.096667
618.584000,-0.046263,0.070432,0.014095,0.085438
618.798000,0.042545,0.032683,0.080413,0.096667
619.012000,0.005711,0.070747,0.065625,0.096667
619.232000,0.049089,0.045323,0.059128,0.089219
619.446000,0.027514,0.052046,0.061572,0.085188
619.667000,-0.010940,0.016287,0.094655,0.096667
619.881000,-0.022252,0.006699,0.093832,0.096667
620.095000,-0.015421,0.056009,0.077264,0.096667
620.316000,-0.073986,0.031699,0.053533,0.096667
620.530000,-0.039313,0.070483,0.014482,0.081994
620.750000,-0.049917,0.075427,-0.005943,0.090644
620.964000,-0.030707,0.080215,-0.044351,0.096667
621.178000,-0.000181,0.096549,-0.004756,0.096667
621.399000,0.004427,0.095776,0.012321,0.096667
621.613000,-0.095258,0.012663,-0.010491,0.096667
621.834000,0.056740,-0.002570,-0.078220,0.096667
622.048000,0.021848,-0.001593,-0.094152,0.096667
622.262000,-0.006445,-0.005875,-0.096272,0.096667
622.482000,-0.070861,-0.040991,0.051409,0.096667
622.696000,-0.021331,-0.008836,0.093869,0.096667
622.917000,-0.021824,-0.005207,0.094027,0.096667
623.131000,-0.002947,-0.002631,0.096586,0.096667
623.345000,0.009645,-0.001431,0.096174,0.096667
623.566000,0.013423,-0.000519,0.095729,0.096667
623.780000,0.014159,0.000743,0.095621,0.096667
624.000000,0.014501,0.005518,0.095413,0.096667
624.214000,0.010420,0.042159,0.086363,0.096667
624.428000,-0.009630,0.054545,-0.079224,0.096667
624.649000,-0.004905,0.031586,-0.091229,0.096667
624.863000,0.001400,0.018710,-0.094828,0.096667
625.084000,0.001140,0.013370,-0.095731,0.096667
625.298000,-0.002076,0.022579,-0.093970,0.096667
625.511000,-0.002221,0.060491,-0.075368,0.096667
625.732000,0.017615,0.004316,-0.094950,0.096667
625.946000,0.019798,0.019243,-0.092640,0.096667
626.167000,0.020793,0.051436,0.017281,0.058109
626.381000,-0.001465,0.039963,0.067633,0.078571
626.602000,-0.043636,0.035721,0.057457,0.080507
626.815000,-0.059376,0.035123,0.013248,0.070247
627.029000,-0.077384,0.038007,-0.015146,0.087534
627.250000,-0.061510,0.041103,-0.028177,0.079163
627.464000,-0.073535,0.038334,-0.049674,0.096667
627.685000,-0.083156,0.029125,-0.039766,0.096667
627.899000,-0.075397,0.029670,-0.052721,0.096667
628.113000,-0.077330,0.031412,-0.048763,0.096667
628.334000,-0.076073,0.008712,-0.059004,0.096667
628.547000,-0.078146,0.005647,-0.056619,0.096667
628.768000,0.024025,0.089799,0.026521,0.096667
628.982000,-0.028814,0.070427,-0.034998,0.083756
629.196000,-0.054817,0.029803,-0.073833,0.096667
629.417000,-0.055013,0.016281,-0.077801,0.096667
629.631000,-0.053315,0.015974,-0.079036,0.096667
629.851000,-0.055862,0.019909,-0.076338,0.096667
630.065000,-0.044940,0.021134,-0.082935,0.096667
630.279000,0.032857,0.088848,0.019260,0.096667
630.500000,-0.033308,0.050116,-0.075653,0.096667
630.714000,0.036598,0.088798,0.010951,0.096667
630.935000,-0.043891,0.030665,-0.080484,0.096667
631.149000,-0.031249,0.057353,-0.071264,0.096667
631.363000,-0.004803,0.079931,-0.025642,0.084081
631.583000,0.000000,0.000000,0.000000,0.000000
631.797000,0.016465,-0.036772,0.087870,0.096667
632.018000,-0.024272,0.024024,0.090433,0.096667
632.232000,-0.028498,0.047539,-0.079198,0.096667
632.446000,-0.005255,0.035426,-0.089788,0.096667
632.667000,0.009065,0.044624,-0.085270,0.096667
632.881000,0.028692,0.076416,-0.051786,0.096667
633.101000,0.007733,0.043138,0.086161,0.096667
633.315000,-0.002290,0.011919,0.095902,0.096667
633.529000,-0.005172,0.006084,0.096336,0.096667
633.750000,-0.006242,0.012743,0.095620,0.096667
633.964000,-0.004498,0.019436,0.094586,0.096667
634.185000,0.005941,0.008500,0.096109,0.096667
634.399000,0.042170,-0.050546,0.070790,0.096667
634.613000,0.021762,-0.084435,-0.041732,0.096667
634.833000,0.013972,-0.051381,-0.080680,0.096667
635.047000,0.008510,-0.007176,-0.096024,0.096667
635.268000,0.000002,0.004192,-0.096576,0.096667
635.482000,-0.019466,-0.002889,-0.094642,0.096667
635.696000,-0.026883,0.004678,-0.092735,0.096667
635.917000,-0.008885,0.070120,-0.065945,0.096667
636.130000,0.013314,0.089418,0.034230,0.096667
636.351000,-0.009066,0.067474,0.068625,0.096667
636.565000,-0.014830,0.050852,0.080862,0.096667
636.779000,-0.001709,0.033676,0.090595,0.096667
637.000000,0.021716,0.031738,0.088688,0.096667
637.214000,0.053792,0.014753,0.078951,0.096667
637.435000,0.057378,0.042960,0.064859,0.096667
637.649000,0.048908,0.070857,-0.010842,0.086777
637.862000,-0.013620,0.095702,-0.000176,0.096667
638.083000,-0.011724,0.073615,-0.061546,0.096667
638.297000,-0.010897,0.058461,-0.076210,0.096667
638.518000,-0.002846,0.044260,-0.085892,0.096667
638.732000,-0.000469,0.044212,-0.085963,0.096667
638.946000,0.000715,0.050288,-0.082553,0.096667
639.167000,0.001887,0.059966,-0.075796,0.096667
639.380000,0.009733,0.071117,-0.064746,0.096667
639.601000,0.029542,0.021209,-0.089565,0.096667
639.815000,-0.003056,0.078915,0.055746,0.096667
640.029000,0.014497,0.012711,0.094724,0.096667
640.250000,-0.003189,-0.004818,0.096494,0.096667
640.464000,-0.011664,-0.000925,0.095956,0.096667
640.684000,-0.002027,0.062592,0.073638,0.096667
640.898000,-0.020900,0.023614,0.091378,0.096667
641.112000,0.001123,0.067825,0.068869,0.096667
641.333000,-0.048225,0.032519,0.077209,0.096667
641.547000,0.002372,0.076891,0.058537,0.096667
641.768000,-0.012813,-0.059573,0.075042,0.096667
641.982000,0.040313,0.004877,0.087724,0.096667
642.196000,-0.004160,0.007630,0.096275,0.096667
642.416000,-0.063980,0.012861,-0.071313,0.096667
642.630000,-0.036723,0.005090,-0.089274,0.096667
642.851000,0.028479,-0.002443,-0.092344,0.096667
643.065000,0.040370,-0.002368,-0.087801,0.096667
643.279000,0.025622,-0.001498,-0.093197,0.096667
643.500000,0.016101,-0.006444,-0.095098,0.096667
643.714000,-0.006867,-0.010152,-0.095887,0.096667
643.934000,-0.043189,0.018859,-0.084401,0.096667
644.148000,-0.018992,0.011324,0.094104,0.096667
644.362000,-0.020691,0.006036,0.094233,0.096667
644.583000,-0.050939,0.004107,0.082054,0.096667
644.797000,-0.064562,0.012425,0.070865,0.096667
645.018000,-0.037365,0.033848,0.082478,0.096667
645.232000,0.005432,0.054449,0.079688,0.096667
645.445000,0.072603,0.002939,0.063754,0.096667
645.666000,0.093806,0.009840,0.021168,0.096667
645.880000,0.073852,0.019484,-0.059251,0.096667
646.101000,0.027089,0.002348,-0.092764,0.096667
646.315000,0.018751,0.006989,-0.094573,0.096667
646.529000,-0.009955,0.085260,0.044453,0.096667
646.750000,-0.002439,0.093663,0.023786,0.096667
646.964000,0.005783,0.012791,-0.095642,0.096667
647.184000,-0.002713,0.070424,-0.066163,0.096667
647.398000,-0.030453,0.028543,-0.087191,0.096667
647.612000,-0.049539,0.036406,-0.074598,0.096667
647.833000,0.015097,0.070781,-0.014609,0.073833
648.047000,0.030843,0.024902,-0.088165,0.096667
648.268000,0.033359,0.032696,-0.084632,0.096667
648.481000,0.016373,0.073603,0.060490,0.096667
648.695000,-0.015489,0.051212,0.044307,0.069467
648.916000,-0.016458,0.038367,0.087187,0.096667
649.130000,0.002598,0.059741,0.037026,0.070333
649.351000,-0.077133,0.045230,0.036730,0.096667
649.565000,-0.089716,0.009054,0.034836,0.096667
649.779000,-0.084561,0.021988,0.041357,0.096667
650.000000,-0.040031,0.054112,0.017253,0.069486
650.213000,-0.029614,0.058218,-0.031806,0.072649
650.434000,-0.034290,0.042058,-0.079999,0.096667
650.648000,-0.003494,0.070966,-0.029994,0.077124
650.862000,-0.060503,0.027690,-0.070122,0.096667
651.083000,-0.062337,0.045675,-0.058072,0.096667
651.297000,-0.022360,0.077065,-0.000831,0.080247
651.518000,-0.077948,0.038345,-0.042406,0.096667
651.731000,-0.068922,0.051668,0.043871,0.096667
651.945000,0.088206,0.004316,-0.039313,0.096667
652.166000,0.093113,-0.011990,0.023038,0.096667
652.380000,-0.065007,-0.033316,0.063313,0.096667
652.601000,-0.083688,-0.022725,-0.042713,0.096667
652.815000,-0.084719,-0.032842,-0.032993,0.096667
653.029000,-0.059335,-0.076218,-0.003822,0.096667
653.250000,0.078206,-0.053505,0.019117,0.096667
653.463000,0.096030,-0.010205,0.004313,0.096667
653.684000,0.090903,-0.004607,-0.032556,0.096667
653.898000,0.040688,-0.027337,-0.083316,0.096667
654.112000,0.031635,-0.055380,-0.072641,0.096667
654.333000,0.030244,-0.064346,-0.065493,0.096667
654.547000,0.000041,-0.057697,-0.077560,0.096667
654.767000,-0.050177,-0.024104,-0.079030,0.096667
654.981000,-0.076762,0.029248,-0.050956,0.096667
655.195000,-0.025518,0.055591,0.074853,0.096667
655.416000,-0.052939,0.013448,0.079756,0.096667
655.630000,-0.066191,-0.025375,0.065722,0.096667
655.851000,-0.027133,-0.046677,0.080184,0.096667
656.065000,0.025672,-0.002493,0.093162,0.096667
656.279000,0.031285,0.032121,0.085638,0.096667
656.499000,0.023087,0.051248,0.078645,0.096667
656.713000,0.079489,-0.000088,0.055008,0.096667
656.934000,0.032426,0.011016,-0.090397,0.096667
657.148000,-0.008608,0.065426,-0.054961,0.085880
657.362000,0.005943,0.002898,-0.096440,0.096667
657.583000,-0.004140,0.032472,-0.090955,0.096667
657.796000,0.000326,0.000098,-0.096666,0.096667
658.017000,-0.002053,0.000360,-0.096644,0.096667
658.231000,-0.012951,0.005622,-0.095630,0.096667
658.445000,0.033240,0.084837,0.032283,0.096667
658.666000,0.027258,0.089604,0.023929,0.096667
658.880000,0.025302,0.089998,0.024589,0.096667
659.101000,-0.072941,0.057795,0.026149,0.096667
659.314000,-0.025535,0.045134,0.081580,0.096667
659.528000,-0.030669,0.035674,0.084446,0.096667
659.749000,0.001375,0.057135,0.077962,0.096667
659.963000,-0.049174,0.014169,0.082010,0.096667
660.184000,-0.056176,0.022499,0.075383,0.096667
660.398000,-0.050083,0.049713,0.066066,0.096667
660.612000,-0.079911,0.050242,0.020842,0.096667
660.832000,-0.015752,0.084039,-0.045098,0.096667
661.046000,-0.004012,0.081983,-0.051060,0.096667
661.267000,0.029486,0.076462,-0.051269,0.096667
661.481000,0.039423,0.071398,-0.051890,0.096667
661.695000,0.004530,-0.025832,-0.093041,0.096667
661.916000,-0.042310,0.012349,-0.086034,0.096667
662.130000,-0.031165,0.045575,-0.079348,0.096667
662.351000,-0.018851,0.024289,0.091647,0.096667
662.564000,-0.049526,0.002415,0.082981,0.096667
662.779000,-0.078552,0.003085,0.056254,0.096667
662.999000,-0.066006,0.008938,0.070056,0.096667
663.213000,-0.000285,0.015758,0.095373,0.096667
663.434000,0.028517,0.059832,0.070366,0.096667
663.648000,0.057142,0.059877,0.049940,0.096667
663.862000,0.052121,0.078521,0.021501,0.096667
664.082000,0.046873,0.045873,-0.071014,0.096667
664.296000,-0.012240,0.083258,-0.047569,0.096667
664.517000,0.012049,0.035987,-0.088905,0.096667
664.731000,0.020899,-0.009885,-0.093861,0.096667
664.945000,0.003997,-0.010202,-0.096044,0.096667
665.166000,-0.020219,0.004287,-0.094431,0.096667
665.380000,-0.044544,0.077279,-0.037260,0.096667
665.600000,0.030805,0.072109,0.035854,0.086222
665.814000,0.009516,0.019992,0.094097,0.096667
666.028000,0.000460,0.060701,0.075230,0.096667
666.249000,0.032702,0.025921,0.087196,0.096667
666.463000,-0.004873,0.040756,0.087520,0.096667
666.684000,-0.001509,0.021931,0.094134,0.096667
666.898000,-0.010337,0.040964,0.086946,0.096667
667.112000,-0.015147,0.022246,0.092845,0.096667
667.332000,-0.035736,0.059662,0.061351,0.092739
667.546000,-0.039976,0.078118,-0.013290,0.088753
667.767000,-0.019497,0.076614,-0.055629,0.096667
667.981000,-0.009755,0.076573,-0.058188,0.096667
668.195000,0.003222,0.058842,-0.076627,0.096667
668.416000,0.009248,0.064248,-0.071631,0.096667
668.629000,0.011100,0.053547,-0.079712,0.096667
668.850000,0.008044,0.042799,-0.086302,0.096667
669.064000,0.008869,0.023661,-0.093306,0.096667
669.278000,0.005748,0.015007,-0.095322,0.096667
669.499000,0.006266,0.016190,-0.095095,0.096667
669.713000,-0.001909,0.032092,-0.091164,0.096667
669.934000,0.020530,0.078766,-0.052143,0.096667
670.147000,0.039673,0.088132,-0.001828,0.096667
670.361000,0.038160,0.088324,0.009333,0.096667
670.582000,0.033590,0.082503,0.037541,0.096667
670.796000,0.029228,0.072863,0.056401,0.096667
671.017000,0.022695,0.052839,0.077700,0.096667
671.231000,0.013826,0.052066,0.080264,0.096667
671.445000,-0.013857,0.034782,0.089121,0.096667
671.665000,-0.091066,0.027062,-0.017862,0.096667
671.879000,0.033371,0.004035,-0.090634,0.096667
672.100000,0.006225,0.000761,-0.096463,0.096667
672.314000,-0.009415,0.000855,-0.096203,0.096667
672.535000,-0.084714,0.012117,0.001870,0.085597
672.749000,-0.015973,0.007474,0.095044,0.096667
672.963000,-0.013089,0.009679,0.095286,0.096667
673.184000,-0.003111,0.013552,0.095661,0.096667
673.397000,0.003722,0.014819,0.095451,0.096667
673.618000,0.006650,0.016485,0.095018,0.096667
673.832000,0.007786,0.021525,0.093917,0.096667
674.046000,0.003852,0.036526,0.089417,0.096667
674.267000,-0.004687,0.071280,0.065128,0.096667
674.481000,0.002199,0.051117,-0.082016,0.096667
674.702000,-0.026650,0.092625,-0.007402,0.096667
674.915000,-0.012053,0.072758,-0.062493,0.096667
675.129000,0.004702,0.028932,-0.092116,0.096667
675.350000,0.006412,0.014661,-0.095333,0.096667
675.564000,0.006039,0.015292,-0.095258,0.096667
675.785000,0.003183,0.035662,-0.089791,0.096667
675.999000,0.005368,0.067740,-0.068752,0.096667
676.213000,0.009686,0.090917,-0.031380,0.096667
676.433000,0.011356,0.091803,0.028065,0.096667
676.647000,0.061848,0.072814,0.013387,0.096469
676.868000,-0.010272,0.004937,0.095992,0.096667
677.082000,0.010272,0.019499,0.094121,0.096667
677.296000,-0.008509,0.057364,0.077340,0.096667
677.517000,0.001474,0.006859,0.096412,0.096667
677.731000,-0.003493,0.015016,0.095429,0.096667
677.951000,-0.006437,0.060825,0.074855,0.096667
678.165000,-0.029978,0.053313,0.074856,0.096667
678.379000,-0.022949,0.068386,0.034425,0.079927
678.600000,-0.009358,0.087882,0.039163,0.096667
678.814000,-0.022548,0.091601,0.021102,0.096667
679.035000,-0.037183,0.083135,-0.032409,0.096667
679.249000,-0.016848,0.095100,-0.004083,0.096667
679.463000,-0.016100,0.093879,-0.016494,0.096667
679.683000,-0.016583,0.085190,-0.042570,0.096667
679.897000,-0.012581,0.089504,-0.034281,0.096667
680.118000,-0.014439,0.079019,-0.053777,0.096667
680.332000,-0.005010,0.077510,-0.057546,0.096667
680.546000,-0.007705,0.070508,-0.065678,0.096667
680.767000,-0.004791,0.070036,-0.066456,0.096667
680.980000,0.002316,0.066654,-0.069974,0.096667
681.201000,0.007489,0.074774,-0.060805,0.096667
681.415000,0.006852,0.076262,-0.059006,0.096667
681.629000,-0.044728,-0.077033,-0.037547,0.096667
681.850000,0.044014,-0.039354,0.076540,0.096667
682.064000,0.003305,0.024487,0.093455,0.096667
682.285000,-0.025058,0.058456,-0.072797,0.096667
682.499000,-0.003182,0.036339,-0.089520,0.096667
682.712000,0.009166,0.044412,-0.085370,0.096667
682.933000,0.022951,0.071267,-0.061145,0.096667
683.147000,0.012714,0.084965,0.044314,0.096667
683.368000,-0.005511,0.030166,0.091674,0.096667
683.582000,-0.009406,0.015089,0.095017,0.096667
683.796000,-0.010160,0.013851,0.095128,0.096667
684.016000,-0.010195,0.018896,0.094252,0.096667
684.230000,-0.004527,0.018735,0.094726,0.096667
684.451000,0.017673,0.005558,0.094875,0.096667
684.665000,0.064152,-0.018674,0.069859,0.096667
684.879000,0.028883,-0.035318,-0.085223,0.096667
685.100000,0.019731,-0.000514,-0.094630,0.096667
685.314000,0.003722,-0.000685,-0.096593,0.096667
685.534000,-0.006404,-0.001048,-0.096449,0.096667
685.748000,-0.011252,0.002682,-0.095972,0.096667
685.962000,-0.012886,0.017100,-0.094265,0.096667
686.183000,-0.008050,0.057860,-0.077019,0.096667
686.397000,-0.003344,0.090693,0.033288,0.096667
686.618000,-0.012903,0.008052,0.095463,0.096667
686.832000,-0.010500,0.018100,0.094375,0.096667
687.046000,0.009523,0.011843,0.095465,0.096667
687.266000,0.019406,0.004232,0.094604,0.096667
687.480000,0.018370,0.026106,0.091244,0.096667
687.701000,-0.024327,0.045509,-0.036611,0.063271
687.915000,0.003095,0.082116,0.050910,0.096667
688.129000,-0.041285,-0.002364,-0.087375,0.096667
688.350000,-0.043653,-0.002190,-0.086221,0.096667
688.564000,0.007454,0.091505,0.030262,0.096667
688.784000,-0.040629,0.026432,-0.083637,0.096667
688.998000,-0.041909,-0.004025,-0.087017,0.096667
689.212000,-0.036544,0.037434,-0.081288,0.096667
689.433000,-0.039508,0.015281,-0.086891,0.096667
689.647000,-0.028710,0.007228,-0.092021,0.096667
689.868000,-0.029340,0.014461,-0.090964,0.096667
690.082000,-0.006313,0.078424,-0.056163,0.096667
690.295000,-0.023587,0.011574,-0.093028,0.096667
690.516000,-0.020571,0.047222,-0.081801,0.096667
690.730000,0.031636,0.087685,0.025592,0.096667
690.951000,-0.050928,0.021948,-0.079177,0.096667
691.165000,0.007395,0.076497,-0.032950,0.083620
691.379000,-0.035266,0.031635,-0.084262,0.096667
691.600000,0.007067,0.075274,-0.015106,0.077099
691.813000,0.036886,-0.055952,0.069665,0.096667
692.034000,0.029084,0.006012,0.091991,0.096667
692.248000,-0.014416,0.008650,0.095194,0.096667
692.462000,-0.084366,0.024778,-0.040160,0.096667
692.683000,-0.043215,0.012294,-0.085591,0.096667
692.897000,0.032153,0.000506,-0.091161,0.096667
693.118000,0.039010,0.000227,-0.088445,0.096667
693.331000,0.027247,0.008099,-0.092393,0.096667
693.545000,0.025315,0.019546,-0.091223,0.096667
693.766000,0.014924,0.022435,-0.092835,0.096667
693.980000,-0.054613,-0.003706,-0.079675,0.096667
694.201000,-0.013145,0.001490,0.095757,0.096667
694.415000,-0.026345,0.002658,0.092970,0.096667
694.629000,-0.063382,0.005061,0.072811,0.096667
694.850000,-0.071900,0.012400,0.063412,0.096667
695.063000,-0.042855,0.031957,0.080540,0.096667
695.284000,0.000699,0.053314,0.080632,0.096667
695.498000,0.033582,0.065650,0.062504,0.096667
695.712000,0.052063,0.076795,0.027135,0.096667
695.933000,0.070479,0.028174,-0.059861,0.096667
696.147000,-0.014624,0.093738,0.018544,0.096667
696.367000,0.028197,0.056597,-0.073117,0.096667
696.581000,0.026154,0.043026,-0.082518,0.096667
696.795000,-0.001528,0.090725,-0.033332,0.096667
697.016000,0.009478,0.045457,-0.084783,0.096667
697.230000,-0.006018,0.050965,-0.081919,0.096667
697.451000,-0.050535,0.025392,-0.078396,0.096667
697.665000,-0.040420,0.047442,0.073891,0.096667
697.879000,0.026454,0.041053,0.079583,0.093373
698.099000,0.036395,0.052661,-0.002523,0.064064
698.313000,0.022954,0.059741,0.018482,0.066615
698.534000,0.008749,0.071900,0.064018,0.096667
698.748000,0.006780,0.053183,0.052053,0.074726
698.962000,-0.061906,0.044604,0.059351,0.096667
699.183000,0.000095,0.061778,0.029005,0.068248
699.397000,-0.093175,0.025120,-0.005648,0.096667
699.617000,-0.089751,0.035869,-0.001638,0.096667
699.831000,-0.086570,0.034952,-0.025070,0.096667
700.045000,0.011212,0.089836,0.033885,0.096667
700.266000,-0.027811,0.034384,-0.085958,0.096667
700.480000,-0.019906,0.062830,-0.070715,0.096667
700.701000,-0.018057,0.073576,-0.044898,0.088064
700.915000,-0.017497,0.074967,-0.035554,0.084796
701.129000,-0.027002,0.076202,-0.050438,0.095288
701.349000,-0.036651,0.058107,-0.068006,0.096667
701.563000,-0.007374,0.094862,-0.017066,0.096667
701.784000,-0.070789,-0.052738,-0.039395,0.096667
701.998000,-0.046797,-0.072131,0.044177,0.096667
702.212000,0.027815,-0.002582,0.092542,0.096667
702.433000,-0.054441,-0.005886,0.079662,0.096667
702.647000,-0.093923,-0.004852,-0.022345,0.096667
702.867000,-0.094442,-0.006065,-0.019709,0.096667
703.081000,-0.095293,-0.010433,0.012447,0.096667
703.295000,0.096389,-0.007070,0.001915,0.096667
703.516000,0.091769,-0.003451,-0.030183,0.096667
703.730000,0.077367,0.000288,-0.057955,0.096667
703.951000,0.018395,0.009910,-0.094381,0.096667
704.164000,-0.031047,0.038201,-0.083194,0.096667
704.378000,-0.075104,0.056017,-0.023789,0.096667
704.599000,-0.024624,0.050316,-0.078780,0.096667
704.813000,0.037828,0.011082,-0.088265,0.096667
705.034000,0.042379,0.026848,-0.082630,0.096667
705.248000,-0.042644,0.013094,0.085758,0.096667
705.462000,-0.065402,0.012527,0.070072,0.096667
705.683000,-0.064641,0.016110,0.070046,0.096667
705.896000,-0.025872,0.021390,0.090651,0.096667
706.117000,0.032141,0.020310,0.088876,0.096667
706.331000,0.063996,0.014911,0.070899,0.096667
706.545000,0.072088,0.014700,0.062703,0.096667
706.766000,0.078387,0.033433,0.045631,0.096667
706.980000,0.005118,0.027855,-0.092425,0.096667
707.200000,0.029510,-0.000693,-0.092050,0.096667
707.415000,0.019150,-0.007970,-0.094415,0.096667
707.628000,-0.005135,-0.005240,-0.096388,0.096667
707.849000,-0.017672,0.006929,-0.094785,0.096667
708.063000,-0.019064,0.028482,-0.090387,0.096667
708.284000,-0.024874,0.083588,-0.041698,0.096667
708.498000,-0.007308,0.043023,0.086256,0.096667
708.712000,-0.003448,0.014672,0.095485,0.096667
708.932000,0.001309,0.012856,0.095799,0.096667
709.146000,-0.001841,0.015141,0.095456,0.096667
709.367000,0.001422,0.011138,0.096012,0.096667
709.581000,0.006719,0.007050,0.096175,0.096667
709.795000,0.013851,0.004724,0.095553,0.096667
710.016000,0.009618,0.004470,0.096083,0.096667
710.230000,-0.003942,-0.000389,-0.051175,0.051328
710.450000,0.001798,-0.001088,-0.096644,0.096667
710.664000,0.010230,0.002399,-0.096094,0.096667
710.878000,0.013362,0.003488,-0.095675,0.096667
711.099000,0.011703,0.004599,-0.095845,0.096667
711.313000,0.010759,0.003982,-0.095983,0.096667
711.534000,0.007583,0.003412,-0.096308,0.096667
711.747000,-0.021907,-0.039231,-0.085589,0.096667
711.961000,-0.009531,-0.025559,-0.092738,0.096667
712.182000,0.012922,-0.027299,-0.091827,0.096667
712.396000,-0.025578,-0.009209,0.092765,0.096667
712.617000,-0.062150,-0.034675,0.065417,0.096667
712.831000,-0.072888,-0.044773,0.045024,0.096667
713.045000,-0.051604,-0.041883,0.070195,0.096667
713.266000,0.005321,0.001567,0.096507,0.096667
713.479000,0.048664,-0.037061,0.074851,0.096667
713.700000,0.077151,-0.017787,0.055459,0.096667
713.914000,0.081386,-0.050217,-0.014109,0.096667
714.128000,-0.020528,-0.029375,-0.089778,0.096667
714.349000,-0.047737,-0.006157,-0.083831,0.096667
714.563000,-0.048191,0.003907,-0.083707,0.096667
714.784000,0.048300,-0.006047,-0.083516,0.096667
714.998000,0.037275,-0.014664,-0.087977,0.096667
715.211000,-0.008427,-0.012399,-0.095497,0.096667
715.432000,-0.045982,0.049767,0.068944,0.096667
715.646000,-0.052265,0.018452,0.079198,0.096667
715.867000,-0.054259,0.021831,0.076966,0.096667
716.081000,-0.019479,0.022523,0.091966,0.096667
716.295000,0.017067,0.022575,0.092431,0.096667
716.516000,0.051456,0.008888,0.081350,0.096667
716.729000,0.068233,0.007273,0.068087,0.096667
716.950000,0.090447,0.029843,0.016527,0.096667
717.164000,-0.013958,0.018509,-0.093846,0.096667
717.378000,-0.010623,0.011795,-0.095354,0.096667
717.599000,0.018158,0.000081,-0.094946,0.096667
717.813000,0.013767,-0.008126,-0.095336,0.096667
718.033000,-0.003778,-0.007078,-0.096333,0.096667
718.247000,-0.018367,0.001161,-0.094899,0.096667
718.468000,-0.037461,0.051661,0.072611,0.096667
718.682000,-0.050435,0.024962,0.078598,0.096667
718.896000,-0.054326,0.021292,0.077070,0.096667
719.117000,-0.027339,0.021147,0.090276,0.096667
719.331000,0.017019,0.015277,0.093922,0.096667
719.552000,0.046826,0.010120,0.083961,0.096667
719.765000,0.067260,0.005013,0.069249,0.096667
719.979000,0.092832,0.001109,0.026935,0.096667
720.200000,0.006086,0.003174,-0.096423,0.096667
720.414000,0.000581,0.002087,-0.096642,0.096667
720.635000,-0.008163,0.001518,-0.096309,0.096667
720.849000,-0.013541,0.000825,-0.095710,0.096667
721.063000,-0.005952,0.000607,-0.096481,0.096667
721.283000,-0.003955,0.003725,-0.096514,0.096667
721.497000,-0.075337,0.058051,0.017288,0.096667
721.718000,-0.015131,-0.077118,-0.056288,0.096667
721.932000,0.062640,-0.049631,0.054383,0.096667
722.146000,0.012547,0.064023,0.071331,0.096667
722.367000,0.007423,0.078698,0.055641,0.096667
722.581000,-0.003470,0.052233,0.081266,0.096667
722.801000,-0.016617,0.043323,0.084803,0.096667
723.015000,-0.027228,0.046893,0.080026,0.096667
723.229000,-0.017814,0.049125,0.081326,0.096667
723.450000,0.005593,0.048373,0.083506,0.096667
723.664000,0.034719,0.046782,0.077139,0.096667
723.885000,0.076090,0.055682,0.021313,0.096667
724.099000,0.018425,0.042383,-0.084904,0.096667
724.312000,0.009363,0.034739,-0.089722,0.096667
724.533000,0.021945,0.058800,-0.073521,0.096667
724.747000,0.032596,0.064621,-0.064079,0.096667
724.968000,0.008620,0.041743,-0.086762,0.096667
725.182000,-0.025656,0.014725,-0.092029,0.096667
725.396000,-0.082856,-0.000364,-0.049791,0.096667
725.617000,-0.048584,0.000662,0.083568,0.096667
725.831000,-0.053329,0.003160,0.080564,0.096667
726.051000,-0.051964,0.003397,0.081441,0.096667
726.265000,-0.013796,0.007000,0.095421,0.096667
726.479000,0.033928,0.014022,0.089424,0.096667
726.700000,0.050497,0.029195,0.077085,0.096667
726.914000,0.062821,0.049509,0.054285,0.096667
727.135000,0.047571,0.066559,-0.051492,0.096667
727.349000,0.019318,0.005258,-0.094571,0.096667
727.562000,0.008486,-0.004170,-0.096203,0.096667
727.783000,-0.012355,0.023464,-0.092958,0.096667
727.997000,0.010418,0.004721,-0.095988,0.096667
728.218000,-0.017005,0.089355,0.032725,0.096667
728.432000,-0.006029,0.080340,0.053420,0.096667
728.646000,-0.090597,0.009789,-0.032263,0.096667
728.867000,-0.072250,0.010434,0.063368,0.096667
729.080000,-0.094398,0.016524,0.012666,0.096667
729.301000,-0.019650,0.038679,-0.031832,0.053809
729.515000,-0.033370,0.004628,-0.090606,0.096667
729.729000,-0.031681,0.056804,-0.041004,0.076888
729.950000,-0.065390,0.025219,-0.066577,0.096667
730.164000,-0.076533,0.015531,-0.056973,0.096667
730.385000,-0.079818,0.005806,-0.054221,0.096667
730.599000,0.020957,0.086979,0.036605,0.096667
730.812000,-0.086733,0.008280,-0.041873,0.096667
